0,3
0,4
0,6
0,9
0,10
0,12
0,14
0,15
0,26
0,27
0,28
1,16
1,17
1,19
1,29
2,3
2,5
2,6
2,7
2,11
2,13
2,17
2,18
2,21
2,23
2,24
2,25
2,26
3,4
3,6
3,10
3,11
3,15
3,26
4,6
4,9
4,10
4,15
4,26
5,7
5,11
5,13
5,17
5,18
5,21
5,23
5,24
5,25
5,26
6,10
6,11
6,15
6,26
7,11
7,13
7,17
7,18
7,20
7,21
7,23
7,24
7,25
8,9
8,12
8,14
8,16
8,22
8,27
8,28
9,10
9,12
9,14
9,22
9,27
9,28
10,12
10,14
10,15
10,26
10,27
10,28
11,17
11,18
11,23
11,24
11,25
11,26
12,14
12,22
12,27
12,28
13,18
13,20
13,21
13,23
13,24
13,25
14,22
14,27
14,28
16,17
16,19
16,27
17,19
17,20
17,21
17,23
17,24
17,26
17,29
18,20
18,21
18,23
18,24
18,25
19,26
19,27
19,29
20,21
20,23
20,24
20,29
21,23
21,24
21,25
22,27
22,28
23,24
23,25
24,25
27,28
3,0
4,0
6,0
9,0
10,0
12,0
14,0
15,0
26,0
27,0
28,0
16,1
17,1
19,1
29,1
3,2
5,2
6,2
7,2
11,2
13,2
17,2
18,2
21,2
23,2
24,2
25,2
26,2
4,3
6,3
10,3
11,3
15,3
26,3
6,4
9,4
10,4
15,4
26,4
7,5
11,5
13,5
17,5
18,5
21,5
23,5
24,5
25,5
26,5
10,6
11,6
15,6
26,6
11,7
13,7
17,7
18,7
20,7
21,7
23,7
24,7
25,7
9,8
12,8
14,8
16,8
22,8
27,8
28,8
10,9
12,9
14,9
22,9
27,9
28,9
12,10
14,10
15,10
26,10
27,10
28,10
17,11
18,11
23,11
24,11
25,11
26,11
14,12
22,12
27,12
28,12
18,13
20,13
21,13
23,13
24,13
25,13
22,14
27,14
28,14
17,16
19,16
27,16
19,17
20,17
21,17
23,17
24,17
26,17
29,17
20,18
21,18
23,18
24,18
25,18
26,19
27,19
29,19
21,20
23,20
24,20
29,20
23,21
24,21
25,21
27,22
28,22
24,23
25,23
25,24
28,27
