0,4
0,7
0,9
0,11
0,15
0,19
0,20
0,21
0,22
0,25
0,27
0,29
1,6
1,7
1,11
1,21
1,24
1,25
2,3
2,5
2,10
2,13
2,15
2,16
2,22
2,23
2,27
2,28
2,29
3,5
3,10
3,13
3,15
3,16
3,20
3,22
3,23
3,27
3,28
3,29
4,7
4,9
4,11
4,19
4,21
4,22
4,25
4,27
5,10
5,13
5,17
5,18
5,22
5,23
5,27
5,29
6,8
6,11
6,12
6,14
6,17
6,18
6,21
6,24
6,25
6,26
7,9
7,11
7,19
7,21
7,25
8,12
8,14
8,17
8,18
8,24
8,26
9,11
9,19
9,21
9,22
9,25
9,27
10,13
10,15
10,17
10,18
10,22
10,23
10,27
10,29
11,19
11,21
11,22
11,24
11,25
11,27
12,14
12,17
12,18
12,24
12,26
13,15
13,16
13,17
13,22
13,23
13,28
13,29
14,17
14,18
14,24
14,26
15,16
15,20
15,22
15,23
15,27
15,28
15,29
16,23
16,28
17,18
17,24
17,26
18,24
18,26
19,20
19,21
19,22
19,25
19,27
19,29
20,22
20,23
20,27
20,29
21,22
21,25
21,27
22,25
22,27
22,29
23,27
23,28
23,29
24,25
24,26
25,27
25,29
27,29
4,0
7,0
9,0
11,0
15,0
19,0
20,0
21,0
22,0
25,0
27,0
29,0
6,1
7,1
11,1
21,1
24,1
25,1
3,2
5,2
10,2
13,2
15,2
16,2
22,2
23,2
27,2
28,2
29,2
5,3
10,3
13,3
15,3
16,3
20,3
22,3
23,3
27,3
28,3
29,3
7,4
9,4
11,4
19,4
21,4
22,4
25,4
27,4
10,5
13,5
17,5
18,5
22,5
23,5
27,5
29,5
8,6
11,6
12,6
14,6
17,6
18,6
21,6
24,6
25,6
26,6
9,7
11,7
19,7
21,7
25,7
12,8
14,8
17,8
18,8
24,8
26,8
11,9
19,9
21,9
22,9
25,9
27,9
13,10
15,10
17,10
18,10
22,10
23,10
27,10
29,10
19,11
21,11
22,11
24,11
25,11
27,11
14,12
17,12
18,12
24,12
26,12
15,13
16,13
17,13
22,13
23,13
28,13
29,13
17,14
18,14
24,14
26,14
16,15
20,15
22,15
23,15
27,15
28,15
29,15
23,16
28,16
18,17
24,17
26,17
24,18
26,18
20,19
21,19
22,19
25,19
27,19
29,19
22,20
23,20
27,20
29,20
22,21
25,21
27,21
25,22
27,22
29,22
27,23
28,23
29,23
25,24
26,24
27,25
29,25
29,27
