0,7
0,9
0,10
0,20
0,22
0,26
0,29
1,2
1,5
1,6
1,8
1,11
1,13
1,14
1,15
1,18
1,23
1,24
1,27
1,28
2,6
2,13
2,17
2,24
2,25
2,27
2,28
3,4
3,16
3,17
3,21
3,23
3,24
3,25
3,27
3,28
4,9
4,16
4,17
4,18
4,19
4,21
4,23
4,25
4,27
4,28
5,8
5,11
5,12
5,13
5,14
5,15
5,18
5,19
6,13
6,17
6,24
6,25
6,27
6,28
7,9
7,12
7,18
7,19
7,22
7,29
8,11
8,13
8,14
8,15
8,24
9,10
9,18
9,19
9,20
9,22
9,23
9,26
9,29
10,20
10,22
10,26
11,12
11,13
11,14
11,15
12,14
12,15
12,18
12,19
12,29
13,14
13,15
13,24
13,27
14,15
14,18
14,19
16,17
16,21
16,23
16,25
16,28
17,21
17,23
17,24
17,25
17,27
17,28
18,19
18,23
18,27
19,22
19,23
19,27
19,29
20,22
20,26
21,25
21,28
22,26
22,29
23,24
23,25
23,27
23,28
24,25
24,27
24,28
25,27
25,28
27,28
7,0
9,0
10,0
20,0
22,0
26,0
29,0
2,1
5,1
6,1
8,1
11,1
13,1
14,1
15,1
18,1
23,1
24,1
27,1
28,1
6,2
13,2
17,2
24,2
25,2
27,2
28,2
4,3
16,3
17,3
21,3
23,3
24,3
25,3
27,3
28,3
9,4
16,4
17,4
18,4
19,4
21,4
23,4
25,4
27,4
28,4
8,5
11,5
12,5
13,5
14,5
15,5
18,5
19,5
13,6
17,6
24,6
25,6
27,6
28,6
9,7
12,7
18,7
19,7
22,7
29,7
11,8
13,8
14,8
15,8
24,8
10,9
18,9
19,9
20,9
22,9
23,9
26,9
29,9
20,10
22,10
26,10
12,11
13,11
14,11
15,11
14,12
15,12
18,12
19,12
29,12
14,13
15,13
24,13
27,13
15,14
18,14
19,14
17,16
21,16
23,16
25,16
28,16
21,17
23,17
24,17
25,17
27,17
28,17
19,18
23,18
27,18
22,19
23,19
27,19
29,19
22,20
26,20
25,21
28,21
26,22
29,22
24,23
25,23
27,23
28,23
25,24
27,24
28,24
27,25
28,25
28,27
