0,3
0,7
0,11
0,12
0,13
0,16
0,27
0,29
1,5
1,7
1,9
1,10
1,17
1,18
1,22
1,23
1,28
2,4
2,6
2,8
2,14
2,16
2,19
2,20
2,21
2,24
2,25
2,26
2,27
2,29
3,7
3,9
3,10
3,12
3,13
3,15
3,16
3,18
3,23
3,27
3,29
4,5
4,6
4,8
4,14
4,17
4,19
4,21
4,22
4,24
4,25
4,29
5,6
5,10
5,14
5,17
5,19
5,22
5,25
6,8
6,14
6,17
6,19
6,21
6,22
6,24
6,25
6,29
7,10
7,12
7,13
7,16
7,17
7,18
7,21
7,23
7,27
7,29
8,14
8,19
8,21
8,24
8,25
8,26
8,29
9,10
9,15
9,18
9,23
9,28
10,12
10,17
10,18
10,21
10,22
10,23
10,25
10,28
10,29
11,12
11,13
11,16
11,20
11,27
12,13
12,16
12,18
12,21
12,23
12,27
12,29
13,16
13,27
14,17
14,19
14,21
14,24
14,25
14,26
15,18
15,23
15,28
16,20
16,21
16,27
16,29
17,18
17,21
17,22
17,23
17,25
17,29
18,22
18,23
18,28
19,21
19,24
19,25
19,26
19,29
20,21
20,27
20,29
21,24
21,25
21,27
21,29
22,23
22,25
23,28
23,29
24,25
24,26
25,29
27,29
3,0
7,0
11,0
12,0
13,0
16,0
27,0
29,0
5,1
7,1
9,1
10,1
17,1
18,1
22,1
23,1
28,1
4,2
6,2
8,2
14,2
16,2
19,2
20,2
21,2
24,2
25,2
26,2
27,2
29,2
7,3
9,3
10,3
12,3
13,3
15,3
16,3
18,3
23,3
27,3
29,3
5,4
6,4
8,4
14,4
17,4
19,4
21,4
22,4
24,4
25,4
29,4
6,5
10,5
14,5
17,5
19,5
22,5
25,5
8,6
14,6
17,6
19,6
21,6
22,6
24,6
25,6
29,6
10,7
12,7
13,7
16,7
17,7
18,7
21,7
23,7
27,7
29,7
14,8
19,8
21,8
24,8
25,8
26,8
29,8
10,9
15,9
18,9
23,9
28,9
12,10
17,10
18,10
21,10
22,10
23,10
25,10
28,10
29,10
12,11
13,11
16,11
20,11
27,11
13,12
16,12
18,12
21,12
23,12
27,12
29,12
16,13
27,13
17,14
19,14
21,14
24,14
25,14
26,14
18,15
23,15
28,15
20,16
21,16
27,16
29,16
18,17
21,17
22,17
23,17
25,17
29,17
22,18
23,18
28,18
21,19
24,19
25,19
26,19
29,19
21,20
27,20
29,20
24,21
25,21
27,21
29,21
23,22
25,22
28,23
29,23
25,24
26,24
29,25
29,27
