0,8
0,21
1,7
1,20
1,25
1,28
2,3
2,9
2,10
2,11
2,12
2,13
2,14
2,16
2,19
2,28
2,29
3,9
3,10
3,11
3,12
3,13
3,16
3,28
3,29
4,6
4,8
4,15
4,17
4,18
4,20
4,22
4,24
4,25
4,26
4,27
5,9
5,10
5,13
5,19
5,23
5,29
6,17
6,18
6,22
6,24
6,27
7,20
7,25
7,28
8,15
8,18
8,21
8,23
8,26
8,27
9,10
9,11
9,13
9,14
9,16
9,19
9,23
9,29
10,11
10,13
10,16
10,19
10,23
10,26
10,28
10,29
11,12
11,13
11,16
11,20
11,23
11,25
11,26
11,28
11,29
12,13
12,16
12,28
12,29
13,16
13,19
13,23
13,26
13,28
13,29
15,17
15,18
15,21
15,22
15,23
15,26
15,27
16,28
16,29
17,18
17,20
17,22
17,24
17,25
17,26
17,27
17,28
18,20
18,22
18,24
18,25
18,26
18,27
19,23
19,29
20,24
20,25
20,26
20,28
21,23
21,27
22,24
22,27
23,26
23,29
24,25
24,27
25,26
25,28
25,29
26,27
26,28
26,29
28,29
8,0
21,0
7,1
20,1
25,1
28,1
3,2
9,2
10,2
11,2
12,2
13,2
14,2
16,2
19,2
28,2
29,2
9,3
10,3
11,3
12,3
13,3
16,3
28,3
29,3
6,4
8,4
15,4
17,4
18,4
20,4
22,4
24,4
25,4
26,4
27,4
9,5
10,5
13,5
19,5
23,5
29,5
17,6
18,6
22,6
24,6
27,6
20,7
25,7
28,7
15,8
18,8
21,8
23,8
26,8
27,8
10,9
11,9
13,9
14,9
16,9
19,9
23,9
29,9
11,10
13,10
16,10
19,10
23,10
26,10
28,10
29,10
12,11
13,11
16,11
20,11
23,11
25,11
26,11
28,11
29,11
13,12
16,12
28,12
29,12
16,13
19,13
23,13
26,13
28,13
29,13
17,15
18,15
21,15
22,15
23,15
26,15
27,15
28,16
29,16
18,17
20,17
22,17
24,17
25,17
26,17
27,17
28,17
20,18
22,18
24,18
25,18
26,18
27,18
23,19
29,19
24,20
25,20
26,20
28,20
23,21
27,21
24,22
27,22
26,23
29,23
25,24
27,24
26,25
28,25
29,25
27,26
28,26
29,26
29,28
