0,2
0,6
0,8
0,9
0,11
0,14
0,18
0,20
0,23
1,3
1,4
1,10
1,14
1,21
1,25
1,29
2,9
2,13
2,16
2,18
2,19
2,22
2,23
2,26
2,27
3,4
3,10
3,14
3,21
3,25
3,29
4,10
4,14
4,21
4,25
4,29
5,12
5,15
5,17
5,24
5,28
6,8
6,9
6,11
6,20
7,12
7,13
7,15
7,16
7,18
7,19
7,22
7,23
7,24
7,26
7,27
7,28
8,9
8,11
8,20
9,11
9,14
9,18
9,20
9,23
10,14
10,25
11,14
11,20
12,15
12,16
12,17
12,21
12,22
12,23
12,24
12,25
12,26
12,28
12,29
13,16
13,18
13,19
13,22
13,23
13,24
13,26
13,27
13,28
14,20
14,25
15,16
15,17
15,22
15,23
15,24
15,26
15,28
15,29
16,18
16,19
16,22
16,23
16,24
16,26
16,28
17,21
17,24
17,25
17,29
18,19
18,22
18,23
18,26
18,27
19,26
19,27
21,25
21,29
22,23
22,24
22,26
22,28
23,24
23,26
23,28
24,26
24,28
25,29
26,27
26,28
2,0
6,0
8,0
9,0
11,0
14,0
18,0
20,0
23,0
3,1
4,1
10,1
14,1
21,1
25,1
29,1
9,2
13,2
16,2
18,2
19,2
22,2
23,2
26,2
27,2
4,3
10,3
14,3
21,3
25,3
29,3
10,4
14,4
21,4
25,4
29,4
12,5
15,5
17,5
24,5
28,5
8,6
9,6
11,6
20,6
12,7
13,7
15,7
16,7
18,7
19,7
22,7
23,7
24,7
26,7
27,7
28,7
9,8
11,8
20,8
11,9
14,9
18,9
20,9
23,9
14,10
25,10
14,11
20,11
15,12
16,12
17,12
21,12
22,12
23,12
24,12
25,12
26,12
28,12
29,12
16,13
18,13
19,13
22,13
23,13
24,13
26,13
27,13
28,13
20,14
25,14
16,15
17,15
22,15
23,15
24,15
26,15
28,15
29,15
18,16
19,16
22,16
23,16
24,16
26,16
28,16
21,17
24,17
25,17
29,17
19,18
22,18
23,18
26,18
27,18
26,19
27,19
25,21
29,21
23,22
24,22
26,22
28,22
24,23
26,23
28,23
26,24
28,24
29,25
27,26
28,26
