0,1
0,11
0,21
0,25
0,26
0,28
1,4
1,6
1,7
1,8
1,11
1,14
1,16
1,19
1,21
1,25
1,26
1,28
2,3
2,5
2,6
2,8
2,11
2,13
2,16
2,17
2,19
2,20
2,21
2,22
2,25
2,29
3,5
3,6
3,8
3,10
3,13
3,17
3,19
3,20
3,22
3,24
3,29
4,6
4,7
4,8
4,14
4,16
4,17
4,19
4,21
4,28
5,9
5,10
5,12
5,13
5,15
5,18
5,22
5,23
5,29
6,7
6,8
6,13
6,16
6,17
6,19
6,20
6,21
6,22
6,25
6,29
7,8
7,14
7,16
7,19
7,28
8,13
8,14
8,16
8,17
8,19
8,20
8,21
9,12
9,15
9,18
9,23
9,27
10,13
10,17
10,20
10,22
10,24
10,29
11,21
11,25
11,26
11,28
12,15
12,18
12,22
12,23
12,27
12,29
13,17
13,19
13,20
13,22
13,24
13,29
14,16
14,19
14,28
15,18
15,23
15,27
16,17
16,19
16,20
16,21
16,25
16,28
17,19
17,20
17,21
17,22
17,24
17,25
17,29
18,23
18,25
18,27
19,20
19,21
19,25
20,22
20,24
20,25
20,29
21,25
21,26
21,28
22,23
22,29
23,27
23,29
25,26
25,27
25,28
26,28
1,0
11,0
21,0
25,0
26,0
28,0
4,1
6,1
7,1
8,1
11,1
14,1
16,1
19,1
21,1
25,1
26,1
28,1
3,2
5,2
6,2
8,2
11,2
13,2
16,2
17,2
19,2
20,2
21,2
22,2
25,2
29,2
5,3
6,3
8,3
10,3
13,3
17,3
19,3
20,3
22,3
24,3
29,3
6,4
7,4
8,4
14,4
16,4
17,4
19,4
21,4
28,4
9,5
10,5
12,5
13,5
15,5
18,5
22,5
23,5
29,5
7,6
8,6
13,6
16,6
17,6
19,6
20,6
21,6
22,6
25,6
29,6
8,7
14,7
16,7
19,7
28,7
13,8
14,8
16,8
17,8
19,8
20,8
21,8
12,9
15,9
18,9
23,9
27,9
13,10
17,10
20,10
22,10
24,10
29,10
21,11
25,11
26,11
28,11
15,12
18,12
22,12
23,12
27,12
29,12
17,13
19,13
20,13
22,13
24,13
29,13
16,14
19,14
28,14
18,15
23,15
27,15
17,16
19,16
20,16
21,16
25,16
28,16
19,17
20,17
21,17
22,17
24,17
25,17
29,17
23,18
25,18
27,18
20,19
21,19
25,19
22,20
24,20
25,20
29,20
25,21
26,21
28,21
23,22
29,22
27,23
29,23
26,25
27,25
28,25
28,26
